from,to,dialogue,yarn_id
WATTO,QUI-GON,"Not if your ship belongs to me, I think, huh?",870766
WATTO,QUI-GON,"I warn you, no funny business.",870767
QUI-GON,WATTO,You don't think Anakin can win?,870768
WATTO,QUI-GON,Don't get me wrongo.,870768
WATTO,QUI-GON,I have great faith in the boy.,870769
WATTO,QUI-GON,He's a credit to your race.,870770
WATTO,QUI-GON,"but Sebulba there is going to win, I think.",870771
JAR JAR,QUI-GON,"Oh, no!",870772
QUI-GON,WATTO,Why do you think that?,870773
WATTO,QUI-GON,He always wins!,870774
WATTO,QUI-GON,I am betting heavily on Sebulba.,870775
QUI-GON,WATTO,I'll take that bet.,870776
WATTO,QUI-GON,You What?,870776
QUI-GON,WATTO,"I'll wager my new racing pod against, say.",870777
QUI-GON,WATTO,the boy and his mother.,870778
WATTO,QUI-GON,"No pod is worth two slaves, not by a long shot.",870779
QUI-GON,WATTO,"The boy, then.",870780
WATTO,QUI-GON,"Well, we'll let fate decide, huh?",870780
WATTO,QUI-GON,I just happen to have a chance cube here.,870783
WATTO,QUI-GON,"Blue, it's the boy.",870784
WATTO,QUI-GON,Red.,870785
WATTO,QUI-GON,his mother.,870785
WATTO,QUI-GON,"You won this small toss, outlander.",870786
WATTO,QUI-GON,but you won't win the race!,870786
WATTO,QUI-GON,So it makes little difference!,870787
WATTO,ANAKIN,Better stop your friend's betting or I'll end up owning him too.,870788
ANAKIN,QUI-GON,What'd he mean by that?,870789
QUI-GON,ANAKIN,I'll tell you later.,870789
QUI-GON,SHMI,Good morning.,870790
THREEPIO,R2D2,"Oh, my.",870791
THREEPIO,R2D2,Space travel sounds rather perilous.,870792
THREEPIO,R2D2,"I can assure you, they will never get me onto one of those dreadful starships.",870793
KITSTER,ANAKIN,"This is so wizard, Ani.",870794
KITSTER,ANAKIN,I'm sure you'll do it this time.,870794
PADME,"KITSTER, ANAKIN",Do what?,870795
KITSTER,PADME,"Finish the race, of course.",870795
PADME,ANAKIN,You've never won a race?,870796
ANAKIN,PADME,"Well, not exactly.",870796
PADME,ANAKIN,Not even finished?,870797
ANAKIN,PADME,Kitster's right.,870798
ANAKIN,PADME,I will this time.,870798
QUI-GON,ANAKIN,Of course you will.,870799
BEED,NA,That's absolutely right.,870801
BEED,NA,And a big turnout here from all corners of the outer rim territories.,870802
BEED,NA,I see the contestants are making their way out onto the starting grid.,870803
FODE,NA,I see Ben Quadinaros from the Tund System.,870804
BEED,NA,Two-time winner Boles Roor.,870805
FODE,NA,Sebulba!,870806
BEED,NA,"And in the front row, nearside pole position.",870807
BEED,NA,Mawhonic!,870808
BEED,NA,A hearty hello.,870809
BEED,NA,to Clegg Holdfast and his Voltec KT9 Wasp!,870810
BEED,NA,"And back again, it's the mighty Dud Bolt.",870812
BEED,NA,"with that incredible racing machine, the Vulptereen 327.",870813
BEED,NA,And hoping for a big win today.,870814
BEED,NA,"Ody Mandrell, with his record-setting pit droid team.",870815
BEED,NA,"And a late entry, young Anakin Skywalker.",870816
BEED,NA,a local boy.,870817
BEED,NA,I see the flags are moving out onto the track.,870818
JAR JAR,NA,Pee yusa,870820
SHMI,ANAKIN,Be safe.,870821
ANAKIN,SHMI,"I will, Mom.",870822
ANAKIN,SHMI,I promise.,870822
SEBULBA,ANAKIN,Uh-oh.,870823
SEBULBA,ANAKIN,You won't walk away from this one.,870824
SEBULBA,ANAKIN,you slave scum.,870825
ANAKIN,SEBULBA,"Don't count on it, slime ball.",870826
SEBULBA,ANAKIN,You're bantha fodder!,870827
QUI-GON,ANAKIN,"You all set, Ani?",870828
ANAKIN,QUI-GON,Yep.,870828
QUI-GON,ANAKIN,Right.,870829
QUI-GON,ANAKIN,"Remember, concentrate on the moment.",870830
QUI-GON,ANAKIN,"Feel, don't think.",870831
QUI-GON,ANAKIN,Use your instincts.,870831
ANAKIN,QUI-GON,I will.,870832
QUI-GON,ANAKIN,May the Force be with you.,870833
FODE,NA,Jabba the Hutt.,870834
JABBA,NA,Welcome.,870836
JABBA,NA,Begin the race!,870837
FODE,NA,"Hey, looks like they're clearing the grid.",870838
SHMI,QUI-GON,Is he nervous?,870839
QUI-GON,SHMI,He's fne.,870839
PADME,QUI-GON,You Jedi are far too reckless.,870840
PADME,QUI-GON,The queen is not.,870840
QUI-GON,PADME,"The queen trusts my judgment, young handmaiden.",870841
QUI-GON,PADME,You should too.,870842
PADME,QUI-GON,You assume too much.,870843
FODE,NA,Start your engines.,870844
JAR JAR,"PADME, QUI-GON, SHMI","Oh, dissen gonna be messy.",870845
JAR JAR,"PADME, QUI-GON, SHMI",Me no watch'n!,870845
R2D2,"PADME, QUI-GON, SHMI",BEEP
ANAKIN,ANAKIN,"Oh, no!",870847
ANAKIN,ANAKIN,Nooo!,870847
FODE,NA,Wait.,870848
FODE,NA,Little Skywalker has stalled.,870848
FODE,NA,It looks like Quadinaros is having engine trouble also.,870849
JAR JAR,NA,"Come on, Ani!",870850
FODE,NA,And there goes Skywalker!,870851
JAR JAR,NA,"Go, Ani, go!",870851
FODE,NA,He will be hard-pressed to catch up with the leaders.,870852
FODE,NA,Looks like a few Tusken Raiders are camped out.,870852
FODE,NA,on the canyon dune turn.,870852
FODE,NA,There goes Quadinaros' power coupling.,870857
POD RACER,NA,"Oh, no!"
THREEPIO,"R2D2, KITSTER, GREEDO",Where is Master Anakin?
PADME,"SHMI, QUI-GON, JAR JAR",Look.,870867
PADME,"SHMI, QUI-GON, JAR JAR",Here he comes.,870867
FODE,NA,It looks like Skywalker is moving up in the field.,870868
KITSTER,NA,Yay!,870869
KITSTER,NA,Yippee!,870869
THREEPIO,R2D2,He has to complete two more circuits?,870870
THREEPIO,R2D2,"Oh, dear.",870871
FODE,NA,Skywalker's spinning out of control!
FODE,NA,"Oh, I don't care what universe you're from.",870876
FODE,NA,That's gotta hurt!,870876
JAR JAR,"PADME, SHMI, QUI-GON",Here he comes!,870877
FODE,NA,"At the start of the third and final lap, Sebulba's in the lead.",870878
FODE,NA,followed closely by Skywalker!,870879
KITSTER,NA,"Go, Ani!",870880
FODE,NA,Skywalker's been forced onto the service ramp!,870881
FODE,NA,It's Skywalker!,870881
BEED,NA,Sebulba!,870884
BEED,NA,Amazing!,870885
BEED,NA,"A quick control thrust, and he's back on course!",870885
JAR JAR,"PADME, SHMI, QUI-GON",Did he crash-ed?,870886
FODE,NA,Skywalker's in trouble!,870888
FODE,NA,Sebulba takes the lead!,870888
FODE,NA,He's catching Sebulba!,870889
JAR JAR,NA,"Careful, Ani.",870890
JAR JAR,NA,"Careful, Ani!",870890
FODE,NA,That little human being is out of his mind!,870892
FODE,NA,They're side by side!,870893
KITSTER,NA,Yippee!,870893
GREEDO,NA,Yay!,870897
THREEPIO,R2D2,I can't believe it.,870898
FODE,NA,The crowds are going nuts!,870898
JAR JAR,ANAKIN,"Yay, Ani!",870898
ANAKIN,SHMI,"Mom, I did it!",870898
ANAKIN,SHMI,Yay!,870903
JAR JAR,ANAKIN,"Good going, Ani!",870906
PADME,ANAKIN,"We owe you everything, Ani.",870907
SHMI,ANAKIN,"It's so wonderful, Ani.",870907
SHMI,ANAKIN,You have brought hope to those who have none.,870907
SHMI,ANAKIN,I'm so very proud of you.,870911
WATTO,QUI-GON,You!,870911
WATTO,QUI-GON,You swindled me.,870915
WATTO,QUI-GON,You knew the boy was going to win.,870916
WATTO,QUI-GON,Somehow you knew it.,870916
WATTO,QUI-GON,I lost everything.,870917
QUI-GON,WATTO,"Whenever you gamble, my friend, eventually you lose.",870918
QUI-GON,WATTO,Bring the parts to the main hangar.,870919
QUI-GON,WATTO,I'll come by your shop later on so you can release the boy.,870920
WATTO,QUI-GON,You can't have him.,870921
WATTO,QUI-GON,It wasn't a fair bet.,870921
QUI-GON,WATTO,Would you like to discuss it with the Hutts?,870922
QUI-GON,WATTO,I'm sure they can settle this.,870923
WATTO,QUI-GON,Take him.,870924
JAR JAR,OBI-WAN,Hidoe!,870925
OBI-WAN,QUI-GON,"Well, we have all the essential parts we need.",870926
QUI-GON,OBI-WAN,I'm going back.,870927
QUI-GON,OBI-WAN,Some unfinished business.,870927
QUI-GON,OBI-WAN,I won't be long.,870927
OBI-WAN,QUI-GON,Why do I sense we've picked up another pathetic life-form?,870928
QUI-GON,OBI-WAN,It's the boy who's responsible for getting us these parts.,870929
QUI-GON,OBI-WAN,Get this hyperdrive generator installed.,870930
OBI-WAN,QUI-GON,"Yes, Master.",870931
OBI-WAN,QUI-GON,That shouldn't take long.,870931
QUI-GON,ANIMAL,Come on.,870932
QUI-GON,ANIMAL,Hup!,870932
QUI-GON,ANAKIN,Hey.,870933
QUI-GON,ANAKIN,These are yours.,870933
ANAKIN,ANAKIN,Yes!,870934
ANAKIN,SHMI,"Mom, we sold the pod!",870935
ANAKIN,SHMI,Look at all the money we have!,870936
SHMI,ANAKIN,My goodness!,870936
SHMI,ANAKIN,"But that's so wonderful, Ani.",870937
QUI-GON,"SHMI, ANAKIN",And he has been freed.,870937
ANAKIN,QUI-GON,What?,870938
QUI-GON,ANAKIN,You're no longer a slave.,870938
ANAKIN,SHMI,Did you hear that?,870939
SHMI,ANAKIN,"Now you can make your dreams come true, Ani.",870940
SHMI,ANAKIN,You are free.,870941
SHMI,QUI-GON,Will you take him with you?,870942
SHMI,QUI-GON,Is he to become a Jedi?,870943
QUI-GON,SHMI,Yes.,870943
QUI-GON,SHMI,Our meeting was not a coincidence.,870944
QUI-GON,SHMI,Nothing happens by accident.,870945
ANAKIN,QUI-GON,You mean I get to come with you in your starship?,870946
QUI-GON,ANAKIN,Anakin.,870947
QUI-GON,ANAKIN,training to become a Jedi is not an easy challenge.,870948
QUI-GON,ANAKIN,"and even if you succeed, it's a hard life.",870949
ANAKIN,QUI-GON,But I wanna go.,870950
ANAKIN,QUI-GON,It's what I've always dreamed of doing.,870950
ANAKIN,SHMI,"Can I go, Mom?",870951
SHMI,ANAKIN,Anakin.,870952
SHMI,ANAKIN,this path has been placed before you.,870953
SHMI,ANAKIN,The choice is yours alone.,870954
ANAKIN,SHMI,I wanna do it.,870955
QUI-GON,ANAKIN,Then pack your things.,870956
QUI-GON,ANAKIN,We haven't much time.,870956
ANAKIN,ANAKIN,Yippee!,870957
ANAKIN,QUI-GON,What about Mom?,870958
ANAKIN,QUI-GON,Is she free too?,870959
QUI-GON,ANAKIN,"I tried to free your mother, Ani, but Watto wouldn't have it.",870960
ANAKIN,SHMI,"You're coming with us, aren't you, Mom?",870961
SHMI,ANAKIN,"Son, my place is here.",870962
SHMI,ANAKIN,My future is here.,870962
SHMI,ANAKIN,It is time for you to let go.,870963
ANAKIN,SHMI,I don't want things to change.,870964
SHMI,ANAKIN,But you can't stop the change.,870965
SHMI,ANAKIN,any more than you can stop the suns from setting.,870966
SHMI,ANAKIN,I love you.,870967
SHMI,ANAKIN,Now hurry.,870968
SHMI,QUI-GON,Thank you.,870969
QUI-GON,SHMI,I'll watch after him.,870970
QUI-GON,SHMI,You have my word.,870970
QUI-GON,SHMI,Will you be all right?,870971
SHMI,QUI-GON,Yeah.,870972
THREEPIO,ANAKIN,"Oh, Oh my.",870973
THREEPIO,ANAKIN,Oh!,870973
THREEPIO,ANAKIN,"Hello, Master Anakin.",870974
ANAKIN,THREEPIO,"Well, 3PO, I've been freed.",870975
ANAKIN,THREEPIO,and I'm going away in a starship.,870976
THREEPIO,ANAKIN,"Master Anakin, you are my maker and I wish you well.",870977
THREEPIO,ANAKIN,"However, I should prefer it if I were a little more completed.",870978
ANAKIN,THREEPIO,"I'm sorry I wasn't able to finish you, 3PO.",870979
ANAKIN,THREEPIO,give you coverings and all.,870979
ANAKIN,THREEPIO,I'm gonna miss working on you.,870980
ANAKIN,THREEPIO,You've been a great pal.,870980
ANAKIN,THREEPIO,I'll make sure Mom doesn't sell you or anything.,870981
THREEPIO,ANAKIN,Sell me?,870982
ANAKIN,THREEPIO,Bye.,870983
THREEPIO,ANAKIN,"Oh, my.",870984
ANAKIN,SHMI,"I can't do it, Mom.",870985
ANAKIN,SHMI,I just can't do it.,870985
SHMI,ANAKIN,Ani.,870986
ANAKIN,SHMI,Will I ever see you again?,870987
SHMI,ANAKIN,What does your heart tell you?,870988
ANAKIN,SHMI,I hope so.,870989
ANAKIN,SHMI,Yes.,870990
ANAKIN,SHMI,I guess.,870991
SHMI,ANAKIN,Then we will see each other again.,870992
ANAKIN,SHMI,"I will come back and free you, Mom.",870993
ANAKIN,SHMI,I promise.,870994
SHMI,ANAKIN,"Now, be brave.",870995
SHMI,ANAKIN,and don't look back.,870996
SHMI,ANAKIN,Don't look back.,870997
ANAKIN,QUI-GON,"Qui-Gon, sir, wait!",870998
ANAKIN,QUI-GON,I'm tired!,870998
QUI-GON,ANAKIN,Anakin!,870998
QUI-GON,ANAKIN,Drop!,870998
QUI-GON,ANAKIN,Go!,870999
QUI-GON,ANAKIN,Tell them to take off!,870999
CAPT. PANAKA,"RIC OLIE, OBI-WAN",Qui-Gon's in trouble.,871000
OBI-WAN,RIC OLIE,Take off.,871001
OBI-WAN,RIC OLIE,Over there.,871002
OBI-WAN,RIC OLIE,Fly low.,871002
ANAKIN,QUI-GON,Are you all right?,871003
QUI-GON,"ANAKIN, OBI-WAN",I think so.,871004
OBI-WAN,QUI-GON,What was it?,871005
QUI-GON,"OBI-WAN, ANAKIN",I'm not sure.,871006
QUI-GON,"OBI-WAN, ANAKIN",but it was well-trained in the Jedi arts.,871006
R2D2,NA,BEEPS TWICE
QUI-GON,OBI-WAN,My guess is it was after the queen.,871007
ANAKIN,QUI-GON,What are we gonna do about it?,871008
QUI-GON,ANAKIN,We shall be patient.,871009
QUI-GON,"ANAKIN, OBI-WAN",Anakin Skywalker.,871010
QUI-GON,"ANAKIN, OBI-WAN",meet Obi-Wan Kenobi.,871010
ANAKIN,OBI-WAN,Hi!,871011
ANAKIN,OBI-WAN,You're a Jedi too?,871012
ANAKIN,OBI-WAN,Pleased to meet you.,871012
NUTE,BIBBLE,"Your queen is lost, your people are starving.",871013
NUTE,BIBBLE,"and you, Governor, are going to die.",871014
NUTE,BIBBLE,"much sooner than your people, I'm afraid.",871015
BIBBLE,NUTE,This invasion will gain you nothing.,871016
BIBBLE,NUTE,We're a democracy.,871017
BIBBLE,NUTE,The people have decided.,871017
NUTE,NA,Take him away.,871018
OOM-9,NUTE,My troops are in position to begin searching the swamps.,871019
OOM-9,NUTE,for these rumoured underwater villages.,871020
OOM-9,NUTE,They will not stay hidden for long.,871021
BIBBLE,PADME,The death toll is catastrophic.,871022
BIBBLE,PADME,We must bow to their wishes.,871023
BIBBLE,PADME,You must contact me.,871024
PADME,ANAKIN,You all right?,871025
ANAKIN,PADME,It's very cold.,871026
PADME,ANAKIN,"You come from a warm planet, Ani.",871027
PADME,ANAKIN,A little too warm for my taste.,871028
PADME,ANAKIN,Space is cold.,871029
ANAKIN,PADME,You seem sad.,871030
PADME,ANAKIN,The queen is worried.,871031
PADME,ANAKIN,"Her people are suffering, dying.",871032
PADME,ANAKIN,She must convince the senate to intervene or.,871033
PADME,ANAKIN,I'm not sure what'll happen.,871034
ANAKIN,PADME,I made this for you.,871035
ANAKIN,PADME,so you'd remember me.,871036
ANAKIN,PADME,I carved it out of a japor snippet.,871037
ANAKIN,PADME,It'll bring you good fortune.,871038
PADME,ANAKIN,It's beautiful.,871039
PADME,ANAKIN,But I don't need this to remember you by.,871040
PADME,ANAKIN,"Many things will change when we reach the capital, Ani.",871041
PADME,ANAKIN,but my caring for you will remain.,871042
ANAKIN,PADME,"I care for you, too, only l.",871043
PADME,ANAKIN,Miss your mother.,871044
RIC OLIE,ANAKIN,Coruscant.,871045
RIC OLIE,ANAKIN,The entire planet is one big city.,871045
RIC OLIE,ANAKIN,There's Chancellor Valorum's shuttle.,871046
RIC OLIE,ANAKIN,And look over there.,871047
RIC OLIE,ANAKIN,Senator Palpatine is waiting for us.,871047
PALPATINE,SABE,"It is a great gift to see you alive, Your Majesty.",871048
PALPATINE,SABE,"With the communications breakdown, we've been very concerned.",871049
PALPATINE,SABE,I'm anxious to hear your report on the situation.,871050
PALPATINE,SABE,May I present Supreme Chancellor Valorum.,871051
VALORUM,SABE,"Welcome, Your Highness.",871052
VALORUM,SABE,It's an honour to fnally meet you in person.,871052
SABE,PALPATINE,"Thank you, Supreme Chancellor.",871053
VALORUM,SABE,I must relay to you how distressed everyone is over the current situation.,871054
VALORUM,SABE,I've called for a special session of the senate to hear your position.,871055
SABE,VALORUM,"I'm grateful for your concern, Chancellor.",871056
PALPATINE,SABE,There is a question of procedure.,871057
PALPATINE,SABE,but I'm confdent we can overcome it.,871058
QUI-GON,VALORUM,I must speak with the Jedi Council immediately.,871059
QUI-GON,VALORUM,The situation has become much more complicated.,871060
PADME,ANAKIN,"Ani, come on.",871061
JAR JAR,ANAKIN,"Da queen's a bein grossly nice, mesa tinks.",871062
JAR JAR,ANAKIN,Pitty hot.,871063
PALPATINE,PADME,"There is no civility, only politics.",871064
PALPATINE,PADME,The Republic is not what it once was.,871065
PALPATINE,PADME,"The senate is full of greedy, squabbling delegates.",871066
PALPATINE,PADME,There is no interest in the common good.,871068
PALPATINE,PADME,"I must be frank, Your Majesty.",871069
PALPATINE,PADME,There is little chance the senate will act on the invasion.,871070
PADME,PALPATINE,Chancellor Valorum seems to think there is hope.,871071
PADME,PALPATINE,"If I may say so, Your Majesty.",871072
PADME,PALPATINE,the chancellor has little real power.,871072
PADME,PALPATINE,He is mired by baseless accusations of corruption.,871073
PADME,PALPATINE,The bureaucrats are in charge now.,871074
PADME,PALPATINE,What options have we?,871074
PALPATINE,PADME,Our best choice would be to push for the election.,871075
PALPATINE,PADME,of a stronger supreme chancellor.,871076
PALPATINE,PADME,one who could control the bureaucrats.,871077
PALPATINE,PADME,and give us justice.,871078
PALPATINE,PADME,You could call for a vote of no confidence in Chancellor Valorum.,871080
PADME,PALPATINE,He has been our strongest supporter.,871081
PALPATINE,PADME,Our only other choice would be to submit a plea to the courts.,871082
PADME,PALPATINE,The courts take even longer to decide things than the senate.,871083
PADME,PALPATINE,"Our people are dying, Senator.",871084
PADME,PALPATINE,We must do something quickly to stop the Federation.,871085
PALPATINE,PADME,"To be realistic, Your Majesty.",871086
PALPATINE,PADME,I think we're going to have to accept Federation control.,871087
PALPATINE,PADME,for the time being.,871087
PADME,PALPATINE,That is something I cannot do.,871088
QUI-GON,"YODA, MACE WINDU, KI-ADI-MUNDI",He was trained in the Jedi arts.,871089
QUI-GON,"YODA, MACE WINDU, KI-ADI-MUNDI",My only conclusion can be that it was a Sith lord.,871090
KI-ADI-MUNDI,QUI-GON,Impossible.,871091
KI-ADI-MUNDI,QUI-GON,The Sith have been extinct for a millennium.,871091
MACE WINDU,YODA,I do not believe the Sith could have returned without us knowing.,871092
YODA,MACE WINDU,"Hard to see, the dark side is.",871093
MACE WINDU,QUI-GON,We will use all our resources to unravel this mystery.,871094
MACE WINDU,QUI-GON,We will discover the identity of your attacker.,871095
MACE WINDU,QUI-GON,May the Force be with you.,871096
YODA,QUI-GON,Master Qui-Gon.,871097
YODA,QUI-GON,More to say have you?,871098
QUI-GON,YODA,"With your permission, my master.",871099
QUI-GON,YODA,I have encountered a vergence in the Force.,871100
YODA,QUI-GON,"A vergence, you say.",871101
MACE WINDU,QUI-GON,Located around a person?,871102
QUI-GON,MACE WINDU,A boy.,871103
QUI-GON,MACE WINDU,His cells have the highest concentration of midi-chlorians.,871104
QUI-GON,MACE WINDU,I have seen in a life-form.,871104
QUI-GON,MACE WINDU,It is possible he was conceived by the midi-chlorians.,871105
MACE WINDU,QUI-GON,You refer to the prophecy of the one who will bring balance to the Force.,871107
MACE WINDU,QUI-GON,You believe it's this boy?,871108
QUI-GON,MACE WINDU,I don't presume to.,871109
YODA,QUI-GON,But you do.,871109
YODA,QUI-GON,Revealed your opinion is.,871110
QUI-GON,YODA,"I request the boy be tested, Master.",871111
YODA,QUI-GON,Oh?,871112
YODA,QUI-GON,"Trained as a Jedi you request for him, hmm?",871112
QUI-GON,YODA,Finding him was the will of the Force.,871113
QUI-GON,YODA,I have no doubt of that.,871114
MACE WINDU,QUI-GON,"Bring him before us, then.",871115
GUARD,HANDMAIDEN,The boy's here to see Padme.,871116
HANDMAIDEN,GUARD,Let him in.,871117
HANDMAIDEN,ANAKIN,"I'm sorry, Ani, but Padme's not here right now.",871118
PADME,HANDMAIDEN,Who is it?,871119
HANDMAIDEN,PADME,"Anakin Skywalker to see Padme, Your Highness.",871120
PADME,ANAKIN,I've sent Padme on an errand.,871121
ANAKIN,PADME,I'm on my way to the Jedi temple.,871122
ANAKIN,PADME,"to start my training, I hope.",871122
ANAKIN,PADME,"I may never see her again, so I came to say goodbye.",871123
PADME,ANAKIN,We will tell her for you.,871124
PADME,ANAKIN,We are sure her heart goes with you.,871125
ANAKIN,PADME,"Thank you, Your Highness.",871126
VALORUM,NA,The chair recognizes the senator from the sovereign system of Naboo.,871127
PALPATINE,NA,"Supreme Chancellor, delegates of the senate.",871128
PALPATINE,NA,a tragedy has occurred.,871129
PALPATINE,NA,which started right here with the taxation of trade routes.,871130
PALPATINE,NA,and has now engulfed our entire planet.,871131
PALPATINE,NA,in the oppression of the Trade Federation.,871132
LOTT DOD,NA,This is outrageous!,871133
LOTT DOD,NA,I object to the senator's statements.,871134
VALORUM,NA,The chair does not recognize the senator from the Trade Federation at this time.,871135
PALPATINE,NA,"To state our allegations, I present Queen Amidala.",871136
PALPATINE,NA,recently elected ruler of the Naboo.,871137
PALPATINE,NA,who speaks on our behalf.,871138
PADME,NA,Honourable representatives of the Republic.,871139
PADME,NA,I come to you under the gravest of circumstances.,871140
PADME,NA,The Naboo system has been invaded by the droid armies of the Trade.,871141
LOTT DOD,NA,I object!,871142
LOTT DOD,NA,There is no proof!,871142
LOTT DOD,NA,This is incredible.,871143
LOTT DOD,NA,We recommend a commission be sent to Naboo to ascertain the truth.,871144
AKS MOE,NA,The Congress of Malastare.,871145
AKS MOE,NA,concurs with the honourable delegate from the Trade Federation.,871146
AKS MOE,NA,A commission must be appointed.,871147
VALORUM,NA,The point.,871147
MAS AMEDDA,VALORUM,"Excuse me, Chancellor.",871148
PALPATINE,PADME,Enter the bureaucrat.,871148
PALPATINE,PADME,The true rulers of the Republic.,871149
PALPATINE,PADME,"And on the payroll of the Trade Federation, I might add.",871150
PALPATINE,PADME,This is where Chancellor Valorum's strength will disappear.,871151
VALORUM,PADME,The point is conceded.,871152
VALORUM,PADME,Will you defer your motion to allow a commission.,871153
VALORUM,PADME,to explore the validity of your accusations?,871154
PADME,NA,I will not defer.,871155
PADME,NA,I've come before you to resolve this attack on our sovereignty now.,871156
PADME,NA,I was not elected to watch my people suffer and die.,871157
PADME,NA,while you discuss this invasion in a committee.,871158
PADME,NA,If this body is not capable of action.,871159
PADME,NA,I suggest new leadership is needed.,871160
PADME,NA,I move for a vote of no confdence.,871161
PADME,NA,in Chancellor Valorum's leadership.,871162
SENATORS,NA,Vote now!,871163
SENATORS,NA,Vote now!,871163
MAS AMEDDA,NA,Order!,871165
PALPATINE,PADME,Now they will elect a new chancellor.,871166
PALPATINE,PADME,a strong chancellor.,871167
PALPATINE,PADME,one who will not let our tragedy continue.,871168
OBI-WAN,QUI-GON,"The boy will not pass the council's test, Master.",871169
OBI-WAN,QUI-GON,He's too old.,871169
QUI-GON,OBI-WAN,"Anakin will become a Jedi, I promise you.",871170
OB-WAN,QUI-GON,"Do not defy the council, Master, not again.",871171
QUI-GON,OBI-WAN,"I shall do what I must, Obi-Wan.",871172
OBI-WAN,QUI-GON,"If you would just follow the code, you would be on the council.",871173
OBI-WAN,QUI-GON,They will not go along with you this time.,871174
QUI-GON,OBI-WAN,"You still have much to learn, my young apprentice.",871175
ANAKIN,MACE WINDU,A ship.,871176
ANAKIN,MACE WINDU,A cup.,871177
ANAKIN,MACE WINDU,A ship.,871178
ANAKIN,MACE WINDU,A speeder.,871179
YODA,ANAKIN,How feel you?,871181
ANAKIN,YODA,"Cold, sir.",871182
YODA,ANAKIN,Afraid are you?,871183
ANAKIN,YODA,"No, sir.",871184
YODA,ANAKIN,See through you we can.,871185
MACE WINDU,ANAKIN,Be mindful of your feelings.,871186
