from,to,dialogue,yarn_id
KI-ADI-MUNDI,ANAKIN,Your thoughts dwell on your mother.,871187
ANAKIN,KI-ADI-MUNDI,I miss her.,871188
YODA,ANAKIN,"Afraid to lose her, I think, mmm?",871189
ANAKIN,YODA,What has that got to do with anything?,871190
YODA,ANAKIN,Everything.,871191
YODA,ANAKIN,Fear is the path to the dark side.,871192
YODA,ANAKIN,Fear leads to anger.,871193
YODA,ANAKIN,Anger leads to hate.,871193
YODA,ANAKIN,Hate leads to suffering.,871194
YODA,ANAKIN,I sense much fear in you.,871195
JAR JAR,PADME,Yousa tinking yousa people ganna die?,871196
PADME,JAR JAR,I don't know.,871197
JAR JAR,PADME,"Gungans get pasted too, eh?",871198
PADME,JAR JAR,I hope not.,871199
JAR JAR,PADME,Gungans no die'n without a fght.,871200
JAR JAR,PADME,Wesa warriors.,871201
JAR JAR,PADME,Wesa got a grand army.,871202
JAR JAR,PADME,"Dat's why you no liken us, mesa tinks.",871203
CAPT. PANAKA,PADME,Your Highness?,871204
CAPT. PANAKA,PADME,Your Highness.,871205
CAPT. PANAKA,PADME,Senator Palpatine has been nominated to succeed Valorum.,871206
CAPT. PANAKA,PADME,as supreme chancellor.,871207
PALPATINE,PADME,"A surprise, to be sure, but a welcome one.",871208
PALPATINE,PADME,"Your Majesty, if I am elected, I promise to put an end to corruption.",871209
PADME,"PALPATINE, CAPT. PANAKA",Who else has been nominated?,871210
CAPT. PANAKA,PADME,Bail Antilles of Alderaan and Ainlee Teem of Malastare.,871211
PALPATINE,PADME,I feel confident our situation will create a strong sympathy vote for us.,871212
PALPATINE,PADME,I will be chancellor.,871213
PADME,PALPATINE,"I fear by the time you have control of the bureaucrats, Senator.",871214
PADME,PALPATINE,"there'll be nothing left of our people, our way of life.",871215
PALPATINE,PADME,"I understand your concern, Your Majesty.",871216
PALPATINE,PADME,"Unfortunately, the Federation has possession of our planet.",871217
PADME,PALPATINE,"Senator, this is your arena.",871218
PADME,PALPATINE,I feel I must return to mine.,871219
PADME,PALPATINE,I've decided to go back to Naboo.,871220
PALPATINE,PADME,Go back?,871221
PALPATINE,PADME,"But, Your Majesty, be realistic.",871221
PALPATINE,PADME,They'll force you to sign the treaty.,871222
PADME,PALPATINE,"I will sign no treaty, Senator.",871223
PADME,PALPATINE,My fate will be no different than that of our people.,871224
PADME,CAPT. PANAKA,Captain.,871225
CAPT. PANAKA,PADME,Your Highness.,871225
PADME,CAPT. PANAKA,Ready my ship.,871226
PALPATINE,PADME,"Please, Your Majesty.",871227
PALPATINE,PADME,Stay here where it's safe.,871227
PADME,PALPATINE,It is clear to me now that the Republic no longer functions.,871228
PADME,PALPATINE,I pray you will bring sanity and compassion back to the senate.,871229
KI-ADI-MUNDI,"QUI-GON, ANAKIN, OBI-WAN",The Force is strong with him.,871230
QUI-GON,"KI-ADI-MUNDI, MACE WINDU, YODA","He is to be trained, then?",871231
MACE WINDU,QUI-GON,"No, he will not be trained.",871232
QUI-GON,MACE WINDU,No?,871233
MACE WINDU,QUI-GON,He is too old.,871234
QUI-GON,"KI-ADI-MUNDI, MACE WINDU, YODA",He is the chosen one.,871235
QUI-GON,"KI-ADI-MUNDI, MACE WINDU, YODA",You must see it.,871235
YODA,QUI-GON,Clouded this boy's future is.,871236
QUI-GON,YODA,"I will train him, then.",871237
QUI-GON,YODA,I take Anakin as my Padawan learner.,871238
YODA,QUI-GON,"An apprentice you have, Qui-Gon.",871239
YODA,QUI-GON,Impossible to take on a second.,871240
MACE WINDU,QUI-GON,The code forbids it.,871241
QUI-GON,YODA,Obi-Wan is ready.,871242
OBI-WAN,YODA,I am ready to face the trials.,871242
YODA,"QUI-GON, OBI-WAN",Our own counsel we will keep on who is ready.,871243
QUI-GON,YODA,He is headstrong and he has much to learn of the living Force.,871244
QUI-GON,YODA,but he is capable.,871245
QUI-GON,YODA,There is little more he can learn from me.,871246
YODA,QUI-GON,Young Skywalker's fate will be decided later.,871248
MACE WINDU,"QUI-GON, OBI-WAN",Now is not the time for this.,871249
MACE WINDU,"QUI-GON, OBI-WAN",The senate is voting for a new supreme chancellor.,871250
MACE WINDU,"QUI-GON, OBI-WAN",and Queen Amidala is returning home.,871251
MACE WINDU,"QUI-GON, OBI-WAN",which will put pressure on the Federation and could widen the confrontation.,871252
KI-ADI-MUNDI,"QUI-GON, OBI-WAN",And draw out the queen's attacker.,871253
MACE WINDU,"QUI-GON, OBI-WAN",Go with the queen to Naboo and discover the identity of this dark warrior.,871254
MACE WINDU,"QUI-GON, OBI-WAN",This is the clue we need.,871255
MACE WINDU,"QUI-GON, OBI-WAN",to unravel the mystery of the Sith.,871256
YODA,"QUI-GON, OBI-WAN",May the Force be with you.,871257
OBI-WAN,QUI-GON,"It's not disrespect, Master.",871258
OBI-WAN,QUI-GON,It's the truth.,871258
QUI-GON,OBI-WAN,From your point of view.,871259
OBI-WAN,QUI-GON,The boy is dangerous.,871260
OBI-WAN,QUI-GON,They all sense it.,871260
OBI-WAN,QUI-GON,Why can't you?,871260
QUI-GON,OBI-WAN,His fate is uncertain.,871261
QUI-GON,OBI-WAN,He's not dangerous.,871261
QUI-GON,OBI-WAN,The council will decide Anakin's future.,871262
QUI-GON,OBI-WAN,That should be enough for you.,871263
QUI-GON,OBI-WAN,Now get on board.,871263
ANAKIN,QUI-GON,"Qui-Gon, sir, I don't want to be a problem.",871264
QUI-GON,ANAKIN,"You won't be, Ani.",871265
QUI-GON,ANAKIN,I'm not allowed to train you.,871266
QUI-GON,ANAKIN,so I want you to watch me and be mindful.,871266
QUI-GON,ANAKIN,Always remember: Your focus determines your reality.,871267
QUI-GON,ANAKIN,Stay close to me and you'll be safe.,871268
ANAKIN,QUI-GON,"Master, sir.",871269
ANAKIN,QUI-GON,I heard Yoda talking about midi-chlorians.,871270
ANAKIN,QUI-GON,I've been wondering.,871271
ANAKIN,QUI-GON,What are midi-chlorians?,871271
QUI-GON,ANAKIN,Midi-chlorians are a microscopic life-form.,871272
QUI-GON,ANAKIN,that resides within all living cells.,871273
ANAKIN,QUI-GON,They live inside me?,871274
QUI-GON,ANAKIN,"Inside your cells, yes.",871274
QUI-GON,ANAKIN,And we are symbionts with them.,871275
ANAKIN,QUI-GON,Symbionts?,871275
QUI-GON,ANAKIN,Life-forms living together for mutual advantage.,871276
QUI-GON,ANAKIN,"Without the midi-chlorians, life could not exist.",871277
QUI-GON,ANAKIN,and we would have no knowledge of the Force.,871278
QUI-GON,ANAKIN,They continually speak to us.,871279
QUI-GON,ANAKIN,telling us the will of the Force.,871280
QUI-GON,ANAKIN,When you learn to quiet your mind.,871281
QUI-GON,ANAKIN,you'll hear them speaking to you.,871282
ANAKIN,QUI-GON,I don't understand.,871283
QUI-GON,ANAKIN,"With time and training, Ani, you will.",871284
QUI-GON,ANAKIN,You will.,871284
QUI-GON,PADME,"Your Majesty, it is our pleasure to continue to serve and protect you.",871285
PADME,QUI-GON,I welcome your help.,871286
PADME,QUI-GON,Senator Palpatine fears that the Federation means to destroy me.,871287
QUI-GON,PADME,I assure you I will not allow that to happen.,871288
JAR JAR,JAR JAR,Wesa goin' home!,871289
ANAKIN,R2D2,"Come on, Artoo.",871290
PALPATINE,NUTE,Is the planet secure?,871291
NUTE,PALPATINE,We have taken over the last pockets of primitive life-forms.,871292
NUTE,PALPATINE,We are in complete control of the planet now.,871293
PALPATINE,NUTE,Good.,871294
PALPATINE,NUTE,I will see to it that in the senate.,871294
PALPATINE,NUTE,things stay as they are.,871294
PALPATINE,NUTE,"I am sending my apprentice, Darth Maul, to join you.",871295
NUTE,PALPATINE,"Yes, my lord.",871296
RUNE,NUTE,A Sith here?,871297
RIC OLIE,ANAKIN,Those are the forward stabilizers.,871298
ANAKIN,RIC OLIE,And those two control the pitch?,871299
RIC OLIE,ANAKIN,You catch on pretty quick.,871300
CAPT. PANAKA,PADME,As soon as we land.,871301
CAPT. PANAKA,PADME,the Federation will arrest you and force you to sign the treaty.,871302
QUI-GON,PADME,I agree.,871303
QUI-GON,PADME,I'm not sure what you wish to accomplish by this.,871303
PADME,"QUI-GON, CAPT. PANAKA",I will take back what's ours.,871304
CAPT. PANAKA,PADME,"There are too few of us, Your Highness.",871305
CAPT. PANAKA,PADME,We have no army.,871306
QUI-GON,PADME,And I can only protect you.,871307
QUI-GON,PADME,I can't fight a war for you.,871307
PADME,JAR JAR,Jar Jar Binks.,871308
JAR JAR,PADME,"Mesa, Your Highness?",871309
PADME,JAR JAR,Yes.,871310
PADME,JAR JAR,I need your help.,871310
RIC OLIE,"OBI-WAN, CAPT. PANAKA",I have one battleship on my scope.,871311
OBI-WAN,"CAPT. PANAKA, RIC OLIE",It's a droid control ship.,871312
CAPT. PANAKA,"OBI-WAN, RIC OLIE",They've probably spotted us.,871313
OBI-WAN,"RIC OLIE, CAPT. PANAKA",We haven't much time.,871314
OBI-WAN,QUI-GON,"Jar Jar is on his way to the Gungan city, Master.",871315
QUI-GON,OBI-WAN,Good.,871315
OBI-WAN,QUI-GON,Do you think the queen's idea will work?,871316
QUI-GON,OBI-WAN,The Gungans will not be easily swayed.,871317
QUI-GON,OBI-WAN,And we cannot use our power to help her.,871318
OBI-WAN,QUI-GON,"I'm sorry for my behaviour, Master.",871319
OBI-WAN,QUI-GON,It's not my place to disagree with you about the boy.,871320
OBI-WAN,QUI-GON,And I am grateful you think I'm ready to take the trials.,871321
QUI-GON,OBI-WAN,"You've been a good apprentice, Obi-Wan.",871322
QUI-GON,OBI-WAN,And you're a much wiser man than I am.,871323
QUI-GON,OBI-WAN,I foresee you will become a great Jedi knight.,871324
JAR JAR,"OBI-WAN, QUI-GON",Desa nobody dare!,871325
JAR JAR,"OBI-WAN, QUI-GON",The Gungan city is deserted!,871326
JAR JAR,"OBI-WAN, QUI-GON","Some kinda fight, mesa tinks.",871327
OBI-WAN,"QUI-GON, CAPT. PANAKA",Do you think they have been taken to the camps?,871328
CAPT. PANAKA,"QUI-GON, OBI-WAN, JAR JAR",More likely they were wiped out.,871329
JAR JAR,"QUI-GON, OBI-WAN, CAPT. PANAKA",Mesa no tink so.,871330
QUI-GON,JAR JAR,"Do you know where they are, Jar Jar?",871330
JAR JAR,"QUI-GON, OBI-WAN, CAPT. PANAKA","When in trouble, Gungans go to sacred place.",871331
JAR JAR,"QUI-GON, OBI-WAN, CAPT. PANAKA",Mesa show you.,871332
JAR JAR,"QUI-GON, OBI-WAN, CAPT. PANAKA",Come on.,871332
JAR JAR,"QUI-GON, OBI-WAN, CAPT. PANAKA",Mesa show you!,871332
CAPT. TARPALS,BOSS NASS,"Your Honour, Queen Amidala of the Naboo.",871333
JAR JAR,BOSS NASS,"Heyo dadee Big Boss Nass, Your Honour.",871334
BOSS NASS,JAR JAR,Jar Jar Binks.,871335
BOSS NASS,JAR JAR,Who's da uss-en uthers?,871336
SABE,BOSS NASS,I am Queen Amidala of the Naboo.,871337
SABE,BOSS NASS,I come before you in peace.,871338
BOSS NASS,SABE,"Ah, Naboo biggen.",871339
BOSS NASS,SABE,Yousa bringen da Mackineeks.,871340
BOSS NASS,SABE,Yousa all bombad.,871341
SABE,BOSS NASS,We have searched you out because we wish to form an alliance.,871342
PADME,BOSS NASS,Your Honour.,871343
BOSS NASS,PADME,Whosa dis?,871344
PADME,BOSS NASS,I am Queen Amidala.,871345
PADME,BOSS NASS,This is my decoy.,871345
PADME,BOSS NASS,"my protection, my loyal bodyguard.",871347
PADME,BOSS NASS,"I'm sorry for my deception, but it was necessary to protect myself.",871348
PADME,BOSS NASS,"Although we do not always agree, Your Honour.",871349
PADME,BOSS NASS,our two great societies have always lived in peace.,871350
PADME,BOSS NASS,The Trade Federation has destroyed all that we have worked so hard to build.,871352
PADME,BOSS NASS,"If we do not act quickly, all will be lost forever.",871353
PADME,BOSS NASS,I ask you to help us.,871354
PADME,BOSS NASS,"No, I beg you to help us.",871355
PADME,BOSS NASS,We are your humble servants.,871356
PADME,BOSS NASS,Our fate is in your hands.,871357
BOSS NASS,PADME,Yousa no tinken yousa greater den da Gungans?,871357
BOSS NASS,PADME,Mesa lika dis!,871361
BOSS NASS,PADME,Maybe.,871362
BOSS NASS,PADME,wesa.,871363
BOSS NASS,PADME,being friends.,871364
NUTE,PALPATINE,We've sent our patrols.,871366
NUTE,PALPATINE,We already located their starship in the swamp.,871367
PALPATINE,NUTE,"It won't be long, my lord.",871368
PALPATINE,NUTE,This is an unexpected move for her.,871369
PALPATINE,NUTE,It's too aggressive.,871370
PALPATINE,DARTH MAUL,"Lord Maul, be mindful.",871371
PALPATINE,DARTH MAUL,Let them make the first move.,871372
DARTH MAUL,PALPATINE,"Yes, my master.",871373
GUNGAN GUARD,ANAKIN,Deysa comin!,871374
ANAKIN,GUNGAN GUARD,All right!,871375
ANAKIN,"PADME, OBI-WAN, QUI-GON",They're here!,871376
PADME,"OBI-WAN, QUI-GON",Good.,871377
PADME,"OBI-WAN, QUI-GON",They made it.,871377
BOSS NASS,JAR JAR,Yousa doen grand.,871378
BOSS NASS,JAR JAR,Jar Jar bring uss-en and da Naboo together.,871379
JAR JAR,BOSS NASS,"Oh, no, no, no.",871380
BOSS NASS,JAR JAR,"So, wesa make you.",871381
BOSS NASS,JAR JAR,bombad general.,871382
JAR JAR,BOSS NASS,General?,871383
QUI-GON,CAPT. PANAKA,Captain.,871384
CAPT. PANAKA,PADME,Your Highness.,871385
PADME,CAPT. PANAKA,What is the situation?,871385
CAPT. PANAKA,"PADME, QUI-GON",Almost everyone's in camps.,871386
CAPT. PANAKA,"PADME, QUI-GON",A few hundred police and guards formed an underground resistance movement.,871387
CAPT. PANAKA,"PADME, QUI-GON",I brought back as many of the leaders as I could.,871388
CAPT. PANAKA,"PADME, QUI-GON",The Federation army's also much larger than we thought.,871389
CAPT. PANAKA,"PADME, QUI-GON",and much stronger.,871389
CAPT. PANAKA,"PADME, QUI-GON","Your Highness, this is a battle I do not think that we can win.",871390
PADME,"QUI-GON, CAPT. PANAKA",The battle is a diversion.,871391
PADME,"QUI-GON, CAPT. PANAKA",The Gungans must draw the droid army away from the cities.,871392
PADME,R2D2,Artoo.,871393
PADME,"QUI-GON, CAPT. PANAKA",We can enter the city using the secret passages on the waterfall side.,871394
PADME,"QUI-GON, CAPT. PANAKA",Once we get to the main entrance.,871395
PADME,"QUI-GON, CAPT. PANAKA",Captain Panaka will create a diversion.,871396
PADME,"QUI-GON, CAPT. PANAKA",Then we can enter the palace and capture the viceroy.,871397
PADME,"QUI-GON, CAPT. PANAKA","Without the viceroy, they will be lost and confused.",871398
PADME,QUI-GON,"What do you think, Master Jedi?",871399
QUI-GON,PADME,The viceroy will be well-guarded.,871400
CAPT. PANAKA,QUI-GON,The diffculty is getting into the throne room.,871401
CAPT. PANAKA,QUI-GON,"Once we're inside, we shouldn't have a problem.",871402
QUI-GON,"BOSS NASS, CAPT. PANAKA, PADME","There is a possibility, with this diversion, many Gungans will be killed.",871403
BOSS NASS,"QUI-GON, PADME, CAPT. PANAKA",Wesa ready to do our-san part.,871404
BOSS NASS,"QUI-GON, PADME, CAPT. PANAKA",We have a plan which should immobilize the droid army.,871405
BOSS NASS,"QUI-GON, PADME, CAPT. PANAKA",We will send what pilots we have.,871406
BOSS NASS,"QUI-GON, PADME, CAPT. PANAKA",to knock out the droid control ship orbiting the planet.,871407
QUI-GON,PADME,A well-conceived plan.,871408
QUI-GON,PADME,"However, there's great risk.",871408
QUI-GON,PADME,The weapons on your fghters may not penetrate the shields.,871409
OBI-WAN,PADME,And there's an even bigger danger.,871410
OBI-WAN,PADME,"If the viceroy escapes, Your Highness.",871411
OBI-WAN,PADME,he will return with another droid army.,871412
PADME,OBI-WAN,"Well, that is why we must not fail to get the viceroy.",871413
PADME,OBI-WAN,Everything depends on it.,871414
PALPATINE,NUTE,She is more foolish than I thought.,871415
NUTE,PALPATINE,We are sending all troops.,871416
NUTE,PALPATINE,to meet this army assembling near the swamp.,871416
NUTE,PALPATINE,It appears to be made up of primitives.,871417
PALPATINE,NUTE,This will work to our advantage.,871418
NUTE,PALPATINE,"I have your approval to proceed, then, my lord?",871419
PALPATINE,NUTE,Wipe them out.,871420
PALPATINE,NUTE,All of them.,871421
CAPT. TARPALS,NA,Halt!,871422
CAPT. TARPALS,NA,Starting up the shield.,871423
OOM-9,NA,Open fire.,871424
QUI-GON,ANAKIN,"Once we get inside, you find a safe place to hide and stay there.",871425
ANAKIN,QUI-GON,Sure.,871426
QUI-GON,ANAKIN,Stay there.,871426
BATTLE DROID,NA,"Roger, roger.",871427
NUTE,RUNE,I thought the battle was going to take place far from here.,871428
NUTE,RUNE,This is too close.,871429
QUI-GON,ANAKIN,"Ani, find cover.",871430
QUI-GON,ANAKIN,Quick!,871431
PADME,NA,Get to your ships!,871431
RIC OLIE,NA,Fighters straight ahead.,871434
WENDIK,NA,"Roger, Bravo Leader.",871434
ELLBERGER,NA,"Roger, Bravo Leader.",871434
OOM-9,NA,Cease fre.,871436
JAR JAR,NA,Steady.,871437
JAR JAR,NA,Steady.,871437
DAULTY DOFINE,TEY HOW,Activate the droids.,871438
TEY HOW,DAULTY DOFINE,"Yes, sir.",871438
CAPT. TARPALS,JAR JAR,Ouch time.,871439
CAPT. TARPALS,NA,Fire!,871440
PADME,CAPT. PANAKA,My guess is the viceroy's in the throne room.,871443
CAPT. PANAKA,GROUP,Red group!,871444
CAPT. PANAKA,GROUP,Blue group!,871444
CAPT. PANAKA,GROUP,"Everybody, this way!",871444
ANAKIN,QUI-GON,"Hey, wait for me!",871445
QUI-GON,ANAKIN,"Anakin, stay where you are.",871446
QUI-GON,ANAKIN,You'll be safe there.,871446
ANAKIN,QUI-GON,But l.,871447
QUI-GON,ANAKIN,Stay in that cockpit.,871447
QUI-GON,ANAKIN,We'll handle this.,871448
PADME,QUI-GON,We'll take the long way.,871448
ANAKIN,R2D2,"We gotta do something, Artoo.",871449
ANAKIN,R2D2,I'm trying to!,871450
ANAKIN,R2D2,I don't know where the trigger is!,871450
ANAKIN,R2D2,"Oops, wrong one.",871451
ANAKIN,R2D2,Maybe it's this one.,871451
ANAKIN,R2D2,Nope.,871452
ANAKIN,R2D2,Wait.,871452
ANAKIN,R2D2,Here it is.,871452
ANAKIN,R2D2,Yeah!,871453
PADME,NA,Let's go!,871454
ANAKIN,R2D2,It's on automatic pilot.,871455
ANAKIN,R2D2,Try to override it.,871456
PADME,CAPT. PANAKA,"We don't have time for this, Captain.",871457
ANAKIN,R2D2,"Look, there they are.",871458
ANAKIN,R2D2,That's where the autopilot's taking us.,871459
JAR JAR,NA,Dumb droid.,871462
JAR JAR,NA,Take that!,871462
JAR JAR,NA,Get off!,871463
JAR JAR,NA,Get off!,871463
JAR JAR,NA,Get off!,871463
JAR JAR,NA,Get off!,871463
RIC OLIE,NA,The deflector shield is too strong.,871466
ANAKIN,R2D2,This is tense!,871467
ANAKIN,R2D2,"Artoo, get us off this autopilot.",871468
ANAKIN,R2D2,It's gonna get us both killed.,871469
ANAKIN,R2D2,"You did it, Artoo!",871470
ANAKIN,R2D2,Let's go left.,871471
ANAKIN,R2D2,Go back?,871472
ANAKIN,R2D2,"Qui-Gon told me to stay in this cockpit, so that's what I'm gonna do.",871473
ANAKIN,R2D2,I'll try spinning.,871474
ANAKIN,R2D2,That's a good trick.,871474
ANAKIN,R2D2,I know we're in trouble.,871476
ANAKIN,R2D2,Just hang on.,871476
CAPT. PANAKA,NA,Go!,871477
CAPT. PANAKA,NA,Ascension guns!,871478
JAR JAR,NA,Retreat!,871479
JAR JAR,NA,Retreat!,871479
JAR JAR,NA,Dis is nutsen.,871480
JAR JAR,NA,Uh-oh.,871483
JAR JAR,NA,Big boomers.,871483
JAR JAR,NA,Uh-oh!,871485
JAR JAR,NA,Hey!,871486
JAR JAR,NA,Hey!,871486
JAR JAR,NA,Give me a lift!,871487
CAPT. TARPALS,JAR JAR,"Jar Jar, usen da booma!",871490
JAR JAR,CAPT. TARPALS,What?,871491
JAR JAR,CAPT. TARPALS,Mesa no have a booma!,871491
CAPT. TARPALS,JAR JAR,Here.,871492
CAPT. TARPALS,JAR JAR,Taken dis one.,871492
CAPT. TARPALS,JAR JAR,Jar Jar!,871499
CAPT. TARPALS,JAR JAR,"Jump, Jar Jar, jump!",871499
PADME,CAPT. PANAKA,Put down your weapons.,871500
PADME,CAPT. PANAKA,They win this round.,871500
R2D2,ANAKIN,SHRIEK
ANAKIN,R2D2,"We're hit, Artoo!",871501
ANAKIN,R2D2,I'm trying to stop!,871503
ANAKIN,R2D2,I'm trying to stop!,871503
ANAKIN,R2D2,Everything's overheated.,871504
ANAKIN,R2D2,Oops.,871505
ANAKIN,R2D2,This is not good.,871505
OBI-WAN,NA,NOOOOOOOOOOOOO
CAPT. TARPALS,NA,"No giben up, General Jar Jar.",871507
CAPT. TARPALS,NA,Mesa think of something.,871508
3B3-888,"CAPT. TARPALS, JAR JAR",Hands up.,871509
JAR JAR,3B3-888,My give up.,871509
JAR JAR,3B3-888,My give up.,871509
NUTE,PADME,"Your little insurrection is at an end, Your Highness.",871511
NUTE,PADME,Time for you to sign the treaty and end.,871512
NUTE,PADME,this pointless debate in the senate.,871512
SABE,NUTE,Viceroy!,871513
SABE,NUTE,Your occupation here has ended.,871514
SABE,NUTE,After her.,871515
SABE,NUTE,This one's a decoy.,871515
PADME,CAPT. PANAKA,Captain!,871516
CAPT. PANAKA,NA,Jam the doors.,871517
PADME,NUTE,"Now, Viceroy, we will discuss a new treaty.",871518
R2D2,ANAKIN,BEEPS THREE TIMES
ANAKIN,R2D2,Yes!,871519
ANAKIN,R2D2,We have power.,871519
ANAKIN,NA,Shields up.,871520
ANAKIN,NA,Take this!,871521
ANAKIN,NA,And this!,871522
ANAKIN,NA,Whoa!,871523
ANAKIN,NA,Oops.,871524
TEY HOW,DAULTY DOFINE,We're losing power.,871524
TEY HOW,DAULTY DOFINE,There seems to be a problem with the main reactor.,871525
DAULTY DOFINE,TEY HOW,Impossible!,871525
DAULTY DOFINE,TEY HOW,Nothing can get through our shield.,871526
ANAKIN,R2D2,Let's get outta here.,871527
ELLBERGER,NA,What's that?,871528
ELLBERGER,NA,It's blowing up from the inside!,871528
RIC OLIE,NA,We didn't hit it.,871529
ANAKIN,R2D2,"Now, this is Podracing.",871530
WENDIK,NA,"Look, one of ours, out of the main hold!",871531
ANAKIN,NA,Whooo!,871531
ANAKIN,NA,Whooo!,871531
JAR JAR,CAPT. TARPALS,What the.,871533
JAR JAR,CAPT. TARPALS,Was'n they doing?,871534
CAPT. TARPALS,JAR JAR,The control ship has been destroyed.,871535
CAPT. TARPALS,JAR JAR,Look!,871535
JAR JAR,NA,They all broke-ed.,871536
QUI-GON,OBI-WAN,"No, it's too late.",871537
OBI-WAN,QUI-GON,No.,871538
QUI-GON,OBI-WAN,Obi-Wan.,871538
QUI-GON,OBI-WAN,Promise.,871539
QUI-GON,OBI-WAN,Promise me you will train the boy.,871540
OBI-WAN,QUI-GON,"Yes, Master.",871541
OBI-WAN,QUI-GON,He is the chosen one.,871542
OBI-WAN,QUI-GON,He will bring balance.,871543
OBI-WAN,QUI-GON,Train him.,871544
PADME,NUTE,"Now, Viceroy.",871545
PADME,NUTE,you're going to have to go back to the senate and explain all this.,871546
CAPT. PANAKA,NUTE,I think you can kiss your trade franchise goodbye.,871547
PALPATINE,OBI-WAN,"We are indebted to you for your bravery, Obi-Wan Kenobi.",871548
PALPATINE,ANAKIN,"And you, young Skywalker.",871549
PALPATINE,ANAKIN,We will watch your career with great interest.,871550
PADME,PALPATINE,"Congratulations on your election, Chancellor.",871551
PALPATINE,PADME,"Your boldness has saved our people, Your Majesty.",871552
PALPATINE,PADME,It's you who should be congratulated.,871553
PALPATINE,PADME,Together we shall bring peace and prosperity to the Republic.,871554
YODA,OBI-WAN,Confer on you the level of Jedi knight the council does.,871555
YODA,OBI-WAN,But agree with your taking this boy as your Padawan learner.,871556
YODA,OBI-WAN,I do not.,871557
OBI-WAN,YODA,Qui-Gon believed in him.,871558
YODA,OBI-WAN,The chosen one the boy may be.,871559
YODA,OBI-WAN,Nevertheless.,871560
YODA,OBI-WAN,grave danger I fear in his training.,871561
OBI-WAN,YODA,"Master Yoda, I gave Qui-Gon my word.",871562
OBI-WAN,YODA,I will train Anakin.,871563
OBI-WAN,YODA,"Without the approval of the council, if I must.",871565
YODA,OBI-WAN,Qui-Gon's defance I sense in you.,871566
YODA,OBI-WAN,Need that you do not.,871567
YODA,OBI-WAN,Agree with you the council does.,871568
YODA,OBI-WAN,Your apprentice Skywalker will be.,871569
R2D2,OBI-WAN,MOANS TWICE
ANAKIN,OBI-WAN,What will happen to me now?,871570
OBI-WAN,ANAKIN,The council have granted me permission to train you.,871571
OBI-WAN,ANAKIN,"You will be a Jedi, I promise.",871572
MACE WINDU,YODA,There's no doubt the mysterious warrior was a Sith.,871573
YODA,MACE WINDU,Always two there are.,871574
YODA,MACE WINDU,"No more, no less.",871575
YODA,MACE WINDU,A master and an apprentice.,871576
MACE WINDU,YODA,But which was destroyed?,871577
MACE WINDU,YODA,The master or the apprentice?,871578
JAR JAR,NA,"Hello, everybody!",871579
BOSS NASS,NA,Peace!,871580
